collection,sms_txt_dirty,sms_txt_clean,collection_log
spam,"Last Chance! Claim ur Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Sub. 16","last chance! claim ur â£150 worth discount voucher today! text shop 85023 now! savamob, offer mobile! cs savamob pobox84, m263uz. â£3.00 sub. 16",0
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,appt &lt;time&gt; am. fault u listen. told u twice,1
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,free 1st week! no1 nokia tone 4 ur mobil everi week txt nokia 8077 get txting tell ur mates. www.getzed.co.uk pobox 36504 w45wq 16+ norm150p/ton,0
spam,You have won a guaranteed Â£200 award or even Â£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,guarante â£200 award even â£1000 cashto claim ur award call free 08000407165 (18+) 2 stop getstop 88222 php. rg21 4jx,0
ham,K I'll be there before 4.,k i'll 4.,1
ham,I dled 3d its very imp,dled 3d imp,1
ham,"sure, but make sure he knows we ain't smokin yet","sure, make sure know ain't smokin yet",1
ham,Boooo you always work. Just quit.,boooo alway work. quit.,1
ham,I am taking half day leave bec i am not well,take half day leav bec well,1
ham,Ugh I don't wanna get out of bed. It's so warm.,ugh wanna get bed. warm.,1
ham,S:)s.nervous  &lt;#&gt; :),s:)s.nervous &lt;#&gt; :),1
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,there ring come guy costumes. gift futur yowifes. hint hint,1
spam,Congratulations ur awarded either Â£500 of CD gift vouchers & Free entry 2 our Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratul ur award either â£500 cd gift voucher & free entri 2 â£100 week draw txt music 87066 tncs www.ldew.com1win150ppmx3age16,0
ham,I borrow ur bag ok.,borrow ur bag ok.,1
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT","u outbid simonwatson5120 shinco dvd plyr. 2 bid again, visit sms. ac/smsreward 2 end bid notifications, repli end",0
ham,Where's my boytoy? I miss you ... What happened?,where boytoy? miss ... happened?,1
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up","lot use one babe, model help. youi bring he'll match",1
ham,Also are you bringing galileo or dobby,also bring galileo dobbi,1
ham,Then why you not responding,respond,1
ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IÂLLSPEAK 2U SOONLOTS OF LOVEME XXXX.,boo babe! u enjoyin yourjob? u seem 2 b gettin well hunny!hop ure ok?tak care & iâllspeak 2u soonlot lovem xxxx.,1
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,good afternoon starshine! how boytoy? crave yet? ach fuck ? *sip cappuccino* miss babe *teas kiss*,1
ham,On the road so cant txt,road cant txt,1
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","smsservices. yourinclus text credits, pls goto www.comuk.net login= 3qxj9 unsubscrib stop, extra charge. help 08702840625.comuk. 220-cm2 9ae",0
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,25p 4 alfi moon children need song ur mob. tell ur m8s. txt tone chariti 8007 nokia poli chariti polys: zed 08701417012 profit 2 charity.,0
ham,Have a good evening! Ttyl,good evening! ttyl,1
ham,Hmm .. Bits and pieces lol ... *sighs* ...,hmm .. bit piec lol ... *sighs* ...,1
ham,Hahaha..use your brain dear,hahaha..us brain dear,1
ham,Hey. You got any mail?,hey. got mail?,1
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around","sorri light turn green, meant anoth friend want &lt;#&gt; worth may around",1
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,thank yesterday sir. wonderful. hope enjoy burial. mojibiola,1
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,u secret admirer. reveal think u r special. call 09065174042. opt repli reveal stop. 1.50 per msg recd. cust care 07821230901,0
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenÂt sent u 1 in ages started driving so stay off roads!RVx,hi mate rv u hav nice hol messag 3 say hello coz havenât sent u 1 age start drive stay roads!rvx,1
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062","dear voucher holder, claim week offer, pc pleas go http://www.e-tlp.co.uk/expressoff ts&cs apply. stop texts, txt stop 80062",0
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago","thank much. skype wit kz sura, didnt get pleasur company. hope good. we'v given ultimatum oh! countin aburo. enjoy! messag sent day ago",1
ham,Surely result will offer:),sure result offer:),1
ham,Good Morning my Dear........... Have a great &amp; successful day.,good morn dear........... great &amp; success day.,1
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,want 750 anytim network min 150 text new video phone five pound per week call 08002888812 repli deliveri tomorrow,0
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks","sir, late pay rent past month pay $ &lt;#&gt; charge. felt would inconsider nag someth give great cost that didnt speak up. howev recess wont abl pay charg month henc askin well ahead month end. pleas help. thank",1
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,tri contact offer new video phone 750 anytim network min half price rental camcord call 08000930705 repli deliveri wed,0
spam,Last chance 2 claim ur Â£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. Â£3.00 Sub. 16 . Remove txt X or STOP,last chanc 2 claim ur â£150 worth discount vouchers-text yes 85023 now!savamob-memb offer mobil cs 08717898035. â£3.00 sub. 16 . remov txt x stop,0
ham,I luv u soo much u donÂt understand how special u r 2 me ring u 2morrow luv u xxx,luv u soo much u donât understand special u r 2 ring u 2morrow luv u xxx,1
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.","pls send comprehens mail i'm paying, much.",1
ham,Our Prashanthettan's mother passed away last night. pray for her and family.,prashanthettan mother pass away last night. pray family.,1
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ","urgent! call 09066350750 landline. complimentari 4* ibiza holiday 10,000 cash await collect sae t&cs po box 434 sk3 8wp 150 ppm 18+",0
ham,K.k:)when are you going?,k.k:)when going?,1
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,meanwhil shit suite: xavier decid give us &lt;#&gt; second warn samantha come play jay guitar impress shit. also think doug realiz live anymor,1
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,stomach thru much trauma swear can't eat. better lose weight.,1
ham,I am in office:)whats the matter..msg me now.i will call you at break:).,office:)what matter..msg now.i call break:).,1
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later","yeah there bare enough room two us, x mani fuck shoes. sorri man, see later",1
spam,"Today's Offer! Claim ur Â£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. Â£3.00 Sub. 16 . Unsub reply X","today offer! claim ur â£150 worth discount vouchers! text yes 85023 now! savamob, member offer mobile! cs 08717898035. â£3.00 sub. 16 . unsub repli x",0
ham,U reach orchard already? U wan 2 go buy tickets first?,u reach orchard already? u wan 2 go buy ticket first?,1
ham,"I am real, baby! I want to bring out your inner tigress...","real, baby! want bring inner tigress...",1
ham,No da if you run that it activate the full version da.,da run activ full version da.,1
ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,ah poor baby!hop urfeel bettersn luv! probthat overdos work hey go care spk 2 u sn lot lovejen xxx.,1
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,stop story. i'v told i'v return he say order it.,1
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,talk sexy!! make new friend fall love world discreet text date service. text vip 83110 see could meet.,0
ham,Going to take your babe out ?,go take babe ?,1
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,hai ana tomarrow come morning. &lt;decimal&gt; ill sathi go rto office. repli came home.,1
ham,Spoons it is then okay?,spoon okay?,1
ham,Did he just say somebody is named tampa,say somebodi name tampa,1
ham,In work now. Going have in few min.,work now. go min.,1
ham,Your brother is a genius,brother genius,1
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you","sorry, guess whenev get hold connections, mayb hour two? i'll text",1
ham,Did u find out what time the bus is at coz i need to sort some stuff out.,u find time bus coz need sort stuff out.,1
ham,Dude ive been seeing a lotta corvettes lately,dude ive see lotta corvett late,1
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net Â£1.50pm approx 3mins,congratul ur award either yrs suppli cds virgin record mysteri gift guarante call 09061104283 ts&cs www.smsco.net â£1.50pm approx 3min,0
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter","here, consid wall bunker shit import never play peac guess place high enough matter",1
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,private! 2003 account statement 07808 xxxxxx show 800 un-redeem s. i. m. points. call 08719899217 identifi code: 41685 expir 07/11/04,0
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,hello. need posh bird chap user trial prod champneys. put down? need address dob asap. ta r,0
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,u want xmas? 100 free text messag & new video phone half price line rental? call free 0800 0721072 find more!,0
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!","well offici philosoph hole, u wanna call home readi saved!",1
ham,Its going good...no problem..but still need little experience to understand american customer voice...,go good...no problem..but still need littl experi understand american custom voice...,1
ham,I'll text you when I drop x off,i'll text drop x,1
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ugh long day. i'm exhausted. want cuddl take nap,1
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,talk atleast day...!!! otherwis miss best friend world...!!! -shakespeare- shesil &lt;#&gt;,1
